City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
273,Ucluelet,CA,2022-05-31 15:41:58,48.9329,-125.5528,52.09,92,53,3.2
274,Kununurra,AU,2022-05-31 15:41:58,-15.7667,128.7333,69.78,83,85,1.14
275,Kavaratti,IN,2022-05-31 15:41:59,10.5669,72.642,83.03,72,100,16.33
276,Biak,ID,2022-05-31 15:41:59,-0.9131,122.8766,77.0,87,31,2.42
277,Srednekolymsk,RU,2022-05-31 15:42:00,67.45,153.6833,58.73,54,100,7.99
278,Greensburg,US,2022-05-31 15:37:47,40.3015,-79.5389,86.63,64,0,6.91
279,Maragogi,BR,2022-05-31 15:42:00,-9.0122,-35.2225,81.97,72,24,7.56
280,Ha Giang,VN,2022-05-31 15:42:00,22.8333,104.9833,75.45,99,84,1.5
281,Kashi,CN,2022-05-31 15:42:01,39.4547,75.9797,76.21,9,68,20.13
282,Miles City,US,2022-05-31 15:42:01,46.4083,-105.8406,54.57,50,40,25.32
283,Belaya Gora,RU,2022-05-31 15:42:02,68.5333,146.4167,51.87,67,100,4.47
284,Vardo,NO,2022-05-31 15:42:02,70.3705,31.1107,42.78,87,0,5.75
285,Araci,BR,2022-05-31 15:42:03,-11.3333,-38.9667,86.18,46,42,8.95
286,Tanda,IN,2022-05-31 15:42:03,26.55,82.65,99.1,20,3,6.06
287,Fairbanks,US,2022-05-31 15:39:12,64.8378,-147.7164,58.91,62,0,5.75
288,Esperance,AU,2022-05-31 15:42:04,-33.8667,121.9,56.55,71,95,4.88
289,Asekeyevo,RU,2022-05-31 15:42:04,53.5742,52.7972,59.0,83,66,6.29
290,Portland,US,2022-05-31 15:38:13,45.5234,-122.6762,59.29,80,75,5.01
291,Shenjiamen,CN,2022-05-31 15:42:05,29.9576,122.298,67.24,98,100,13.94
292,Norman Wells,CA,2022-05-31 15:41:19,65.282,-126.8329,57.24,62,75,10.36
293,Rantauprapat,ID,2022-05-31 15:42:06,2.1,99.8333,74.53,97,62,2.71
294,Goderich,CA,2022-05-31 15:42:06,43.7501,-81.7165,75.52,64,19,16.11
295,Ilulissat,GL,2022-05-31 15:42:06,69.2167,-51.1,35.62,75,40,12.66
296,Cabo San Lucas,MX,2022-05-31 15:42:07,22.8909,-109.9124,83.61,66,1,1.99
297,Eskisehir,TR,2022-05-31 15:39:00,39.7767,30.5206,80.47,41,20,17.27
298,Yar-Sale,RU,2022-05-31 15:42:07,66.8333,70.8333,48.69,45,99,17.69
299,La Plaine,DM,2022-05-31 15:42:08,15.3333,-61.25,89.89,48,40,6.91
300,Tungor,RU,2022-05-31 15:42:08,53.3808,142.9564,35.22,96,100,14.36
301,Taltal,CL,2022-05-31 15:42:08,-25.4,-70.4833,61.92,67,0,4.88
302,Dzaoudzi,YT,2022-05-31 15:42:09,-12.7887,45.2699,78.69,73,0,9.22
303,Mpraeso,GH,2022-05-31 15:42:09,6.5932,-0.7346,80.11,80,84,3.0
304,Maniitsoq,GL,2022-05-31 15:42:10,65.4167,-52.9,42.37,66,0,13.91
305,Caravelas,BR,2022-05-31 15:42:10,-17.7125,-39.2481,84.87,56,13,7.52
306,Dukat,RU,2022-05-31 15:42:10,62.55,155.55,33.26,94,100,5.88
307,Adelaide,AU,2022-05-31 15:39:56,-34.9333,138.6,53.08,69,40,18.41
308,Christchurch,NZ,2022-05-31 15:40:52,-43.5333,172.6333,55.9,82,40,9.22
309,Ust-Nera,RU,2022-05-31 15:42:11,64.5667,143.2,47.95,84,100,5.17
310,Uzhur,RU,2022-05-31 15:42:11,55.3036,89.8339,57.33,65,99,5.03
311,Forrest City,US,2022-05-31 15:42:12,35.0081,-90.7898,82.17,67,0,10.45
312,Kempsey,AU,2022-05-31 15:42:12,-31.0833,152.8333,48.36,72,11,3.53
313,Singaraja,ID,2022-05-31 15:42:13,-8.112,115.0882,79.83,79,99,2.95
314,Katsuura,JP,2022-05-31 15:42:13,35.1333,140.3,66.43,92,99,8.14
315,Aranda De Duero,ES,2022-05-31 15:42:14,41.6704,-3.6892,76.68,36,76,5.1
316,Bandarbeyla,SO,2022-05-31 15:42:14,9.4942,50.8122,80.87,78,57,27.85
317,Mariakani,KE,2022-05-31 15:42:14,-3.8633,39.4736,77.09,77,53,7.52
318,Nazarovo,RU,2022-05-31 15:42:15,56.0064,90.3914,57.25,64,65,2.48
319,Chokurdakh,RU,2022-05-31 15:42:15,70.6333,147.9167,40.6,74,100,12.86
320,Murgab,TM,2022-05-31 15:42:16,37.4966,61.9714,87.67,22,0,13.8
321,Mogwase,ZA,2022-05-31 15:43:16,-25.185,27.2665,56.25,16,0,10.51
322,Poum,NC,2022-05-31 15:43:17,-20.2333,164.0167,78.58,80,98,3.89
323,Walvis Bay,NA,2022-05-31 15:43:17,-22.9575,14.5053,95.95,5,0,17.27
324,College,US,2022-05-31 15:43:17,64.8569,-147.8028,58.89,62,75,5.75
325,Mayskiy,RU,2022-05-31 15:43:18,47.6931,40.1025,89.01,58,94,6.29
326,Guanare,VE,2022-05-31 15:43:18,9.0418,-69.7421,96.82,46,95,3.44
327,Mosquera,CO,2022-05-31 15:38:44,4.7059,-74.2302,60.89,63,75,3.44
328,Kwekwe,ZW,2022-05-31 15:43:19,-18.9281,29.8149,62.71,50,4,8.32
329,Baruun-Urt,MN,2022-05-31 15:43:19,46.6806,113.2792,56.55,28,25,9.53
330,Sao Lourenco Do Sul,BR,2022-05-31 15:43:20,-31.3653,-51.9783,50.77,54,99,4.32
331,Fayaoue,NC,2022-05-31 15:43:20,-20.65,166.5333,78.37,84,87,6.91
332,Mitu,CO,2022-05-31 15:43:21,1.1983,-70.1733,80.96,79,100,3.0
333,Altay,CN,2022-05-31 15:43:21,47.8667,88.1167,63.21,70,98,4.74
334,Kudahuvadhoo,MV,2022-05-31 15:43:21,2.6708,72.8944,83.19,74,99,14.99
335,Johnshaven,GB,2022-05-31 15:43:22,56.7949,-2.3358,55.0,83,71,12.57
336,Roswell,US,2022-05-31 15:40:44,34.0232,-84.3616,81.55,72,100,4.61
337,Dyurtyuli,RU,2022-05-31 15:43:22,55.4911,54.8688,57.87,79,24,3.13
338,Kenai,US,2022-05-31 15:39:10,60.5544,-151.2583,44.15,97,100,4.61
339,Puerto El Triunfo,SV,2022-05-31 15:43:23,13.2833,-88.55,85.12,64,100,5.79
340,Kloulklubed,PW,2022-05-31 15:43:23,7.0419,134.2556,77.5,75,29,11.5
341,Puerto Ayacucho,VE,2022-05-31 15:43:23,5.6639,-67.6236,86.38,66,83,3.53
342,Cabedelo,BR,2022-05-31 15:38:30,-6.9811,-34.8339,79.47,78,17,7.9
343,Snasa,NO,2022-05-31 15:43:24,64.2457,12.3778,65.61,74,76,5.84
344,Nome,US,2022-05-31 15:43:24,64.5011,-165.4064,48.27,66,0,0.0
345,Severomorsk,RU,2022-05-31 15:43:25,69.0689,33.4162,64.8,55,46,11.77
346,Richards Bay,ZA,2022-05-31 15:43:25,-28.783,32.0377,65.26,46,1,16.64
347,Ngorongoro,TZ,2022-05-31 15:43:26,-3.2397,35.4875,52.74,80,57,5.57
348,Waipawa,NZ,2022-05-31 15:43:26,-41.4122,175.5153,52.57,90,100,12.1
349,Chumikan,RU,2022-05-31 15:43:27,54.7183,135.315,33.85,99,100,10.11
350,Bushehr,IR,2022-05-31 15:43:27,28.9684,50.8385,87.89,35,0,4.61
351,Ordzhonikidze,KZ,2022-05-31 15:43:27,52.4411,61.7408,57.43,69,25,8.63
352,Niquelandia,BR,2022-05-31 15:41:26,-14.4739,-48.4597,94.21,16,3,3.71
353,Klaksvik,FO,2022-05-31 15:43:28,62.2266,-6.589,52.72,88,8,8.19
354,Havre-Saint-Pierre,CA,2022-05-31 15:43:28,50.2334,-63.5986,50.36,46,100,14.97
355,Adrar,MR,2022-05-31 15:43:29,20.5022,-10.0711,100.51,12,100,16.87
356,Marsh Harbour,BS,2022-05-31 15:43:29,26.5412,-77.0636,74.75,83,100,18.75
357,Tabou,CI,2022-05-31 15:43:30,4.423,-7.3528,82.09,73,28,7.63
358,Chuy,UY,2022-05-31 15:43:30,-33.6971,-53.4616,52.03,44,7,7.63
359,Qui Nhon,VN,2022-05-31 15:43:30,13.7667,109.2333,80.62,89,22,5.19
360,Touros,BR,2022-05-31 15:43:22,-5.1989,-35.4608,84.42,67,85,10.65
361,El Tumbador,GT,2022-05-31 15:43:31,14.8667,-91.9333,72.77,86,100,1.45
362,Darovskoy,RU,2022-05-31 15:43:31,58.77,47.9564,60.21,81,91,3.76
363,Oranjemund,NA,2022-05-31 15:43:32,-28.55,16.4333,58.98,54,0,12.39
364,Cortez,US,2022-05-31 15:43:32,37.3489,-108.5859,61.03,24,0,0.0
365,Demir Hisar,MK,2022-05-31 15:43:32,41.2217,21.2031,79.45,69,63,0.58
366,Zhangjiakou,CN,2022-05-31 15:44:33,40.81,114.8794,61.52,34,0,5.64
367,Clyde River,CA,2022-05-31 15:41:21,70.4692,-68.5914,25.03,86,0,3.44
368,Port Lincoln,AU,2022-05-31 15:44:33,-34.7333,135.8667,54.43,57,100,12.75
369,Kangaatsiaq,GL,2022-05-31 15:44:34,68.3065,-53.4641,31.06,79,8,14.34
370,Great Yarmouth,GB,2022-05-31 15:44:34,52.6083,1.7305,61.05,72,100,4.45
371,Petropavlovsk-Kamchatskiy,RU,2022-05-31 15:44:34,53.0452,158.6483,41.59,81,75,4.47
372,Malgrat De Mar,ES,2022-05-31 15:44:35,41.6466,2.7414,81.97,62,0,7.9
373,Jibuti,DJ,2022-05-31 15:44:35,11.5,42.5,92.19,29,71,8.57
374,Erpeli,RU,2022-05-31 15:44:36,42.8058,46.9773,68.18,68,48,2.77
375,Puri,IN,2022-05-31 15:44:36,19.8,85.85,88.32,86,86,15.3
376,Varzea Grande,BR,2022-05-31 15:44:30,-15.6467,-56.1325,75.07,78,75,6.91
377,Tuy Hoa,VN,2022-05-31 15:44:36,13.0833,109.3,78.89,89,31,4.27
378,Cap Malheureux,MU,2022-05-31 15:44:37,-19.9842,57.6142,74.46,63,3,8.01
379,Auki,SB,2022-05-31 15:44:37,-8.7676,160.7034,77.11,85,53,2.42
380,Chichawatni,PK,2022-05-31 15:40:33,30.5333,72.7,97.03,10,0,7.16
381,Dingle,PH,2022-05-31 15:44:38,10.9995,122.6711,76.5,91,100,2.84
382,Lake City,US,2022-05-31 15:44:38,30.1897,-82.6393,85.8,61,40,0.0
383,Sistranda,NO,2022-05-31 15:44:38,63.7256,8.834,64.36,80,16,14.99
384,Farafangana,MG,2022-05-31 15:44:39,-22.8167,47.8333,69.17,72,0,5.17
385,Stornoway,GB,2022-05-31 15:44:39,58.2093,-6.3865,59.94,77,20,14.97
386,Thisted,DK,2022-05-31 15:44:39,56.9552,8.6949,57.2,31,100,11.03
387,Remedios,CU,2022-05-31 15:44:40,22.4947,-79.5458,83.32,69,81,9.57
388,Nisia Floresta,BR,2022-05-31 15:44:40,-6.0911,-35.2086,85.01,71,42,8.32
389,Nsanje,MW,2022-05-31 15:44:41,-16.92,35.262,69.53,53,0,3.15
390,Juba,SS,2022-05-31 15:43:54,4.8517,31.5825,81.91,53,56,3.85
391,Mogadishu,SO,2022-05-31 15:44:41,2.0371,45.3438,80.38,80,6,16.17
392,Tual,ID,2022-05-31 15:44:41,-5.6667,132.75,83.55,72,100,7.36
393,Nemuro,JP,2022-05-31 15:44:42,43.3236,145.575,44.91,98,100,13.89
394,Lata,PT,2022-05-31 15:44:42,40.1629,-8.3327,71.51,65,99,5.35
395,Banda Aceh,ID,2022-05-31 15:44:43,5.5577,95.3222,80.56,75,46,14.07
396,Luanda,AO,2022-05-31 15:42:36,-8.8368,13.2343,77.0,78,20,11.5
397,Maturin,VE,2022-05-31 15:44:43,9.75,-63.1767,87.12,57,91,7.23
398,Dingzhou,CN,2022-05-31 15:44:44,38.5131,114.9956,68.11,25,0,7.07
399,Morondava,MG,2022-05-31 15:44:44,-20.2833,44.2833,76.12,67,0,14.0
400,Ulaanbaatar,MN,2022-05-31 15:42:35,47.9077,106.8832,48.33,57,0,6.71
401,Ust-Kuyga,RU,2022-05-31 15:44:44,70.0167,135.6,34.72,99,100,3.29
402,Chenzhou,CN,2022-05-31 15:44:45,25.8,113.0333,75.31,95,100,3.78
403,Khandbari,NP,2022-05-31 15:44:45,27.3747,87.2039,73.15,84,42,1.66
404,Sabang,ID,2022-05-31 15:44:46,5.8933,95.3214,83.1,73,49,21.52
405,Maldonado,UY,2022-05-31 15:44:46,-34.6667,-54.9167,49.39,50,56,10.67
406,Thinadhoo,MV,2022-05-31 15:44:46,0.5333,72.9333,83.61,72,77,12.24
407,San Sebastian,ES,2022-05-31 15:44:47,43.3128,-1.975,74.34,56,20,8.05
408,Santona,ES,2022-05-31 15:44:47,43.4439,-3.4576,75.7,74,88,8.1
409,Anadyr,RU,2022-05-31 15:44:48,64.75,177.4833,41.5,81,64,4.47
410,Fonte Boa,BR,2022-05-31 15:44:48,-2.4959,-66.2662,78.12,87,100,3.04
411,Oga,IT,2022-05-31 15:44:49,46.4631,10.347,56.7,79,83,7.78
412,Deputatskiy,RU,2022-05-31 15:44:49,69.3,139.9,33.28,99,100,2.59
413,Pevek,RU,2022-05-31 15:44:49,69.7008,170.3133,31.48,96,100,1.54
414,Vikhorevka,RU,2022-05-31 15:44:50,56.1201,101.1636,45.99,73,22,4.05
415,Joshimath,IN,2022-05-31 15:45:50,30.5667,79.5667,64.53,44,20,5.86
416,Iisalmi,FI,2022-05-31 15:45:51,63.5592,27.1907,54.05,91,100,7.11
417,Hamilton,US,2022-05-31 15:42:13,39.1834,-84.5333,87.22,61,0,9.22
418,Coquimbo,CL,2022-05-31 15:42:52,-29.9533,-71.3436,55.13,87,100,5.75
419,Mecca,SA,2022-05-31 15:44:02,21.4267,39.8261,97.23,13,0,11.39
420,Quime,BO,2022-05-31 15:45:51,-16.9833,-67.2167,52.54,82,100,6.91
421,Zavyalovo,RU,2022-05-31 15:45:52,54.5053,82.4484,58.21,88,89,9.17
422,Mtwara,TZ,2022-05-31 15:45:52,-10.2667,40.1833,79.93,65,40,9.22
423,Georgetown,MY,2022-05-31 15:45:53,5.4112,100.3354,80.55,89,40,5.01
424,Boueni,YT,2022-05-31 15:45:53,-12.9025,45.0761,78.78,65,0,10.49
425,Zhigansk,RU,2022-05-31 15:45:53,66.7697,123.3711,35.04,93,62,7.87
426,Da Nang,VN,2022-05-31 15:45:54,16.0678,108.2208,78.78,89,40,2.3
427,Fatehgarh,IN,2022-05-31 15:45:54,27.3667,79.6333,98.53,8,0,7.05
428,Khanpur,PK,2022-05-31 15:45:54,28.6453,70.6567,98.64,7,50,5.82
429,Kamenka,RU,2022-05-31 15:45:55,51.3223,42.7678,67.53,76,77,10.2
430,Salinas,US,2022-05-31 15:43:14,36.6777,-121.6555,59.83,73,20,3.44
431,Sarangani,PH,2022-05-31 15:45:55,5.4033,125.4636,82.81,77,86,3.78
432,Guaiba,BR,2022-05-31 15:45:56,-30.1139,-51.325,53.58,68,20,4.61
433,Visby,SE,2022-05-31 15:45:56,57.6409,18.296,56.05,87,75,11.5
434,Igarka,RU,2022-05-31 15:45:57,67.4667,86.5833,39.56,62,30,18.48
435,Mitsamiouli,KM,2022-05-31 15:45:57,-11.3847,43.2844,78.89,69,4,8.3
436,Santa Maria,BR,2022-05-31 15:44:41,-29.6842,-53.8069,51.1,50,20,8.05
437,Kieta,PG,2022-05-31 15:45:58,-6.2167,155.6333,78.39,86,41,4.68
438,Kurilsk,RU,2022-05-31 15:45:58,45.2333,147.8833,41.02,95,100,15.35
439,Luderitz,NA,2022-05-31 15:45:58,-26.6481,15.1594,70.95,34,0,13.42
440,Kaeo,NZ,2022-05-31 15:45:59,-35.1,173.7833,64.33,94,65,13.11
441,Vila,PT,2022-05-31 15:45:59,42.0304,-8.1588,56.7,91,98,4.7
442,Faya,SA,2022-05-31 15:46:00,18.3851,42.4509,80.71,38,45,9.26
443,Tiznit,MA,2022-05-31 15:46:00,29.5833,-9.5,82.98,26,3,11.81
444,Vavuniya,LK,2022-05-31 15:46:00,8.7514,80.4971,79.59,74,100,11.36
445,West Wendover,US,2022-05-31 15:46:01,40.7391,-114.0733,49.21,53,0,0.0
446,Paoua,CF,2022-05-31 15:46:01,7.2427,16.4406,88.75,40,90,6.31
447,Kawalu,ID,2022-05-31 15:46:02,-7.3817,108.2082,72.82,98,100,1.14
448,Tubuala,PA,2022-05-31 15:46:02,9.5167,-79.0333,84.4,71,98,7.27
449,Strezhevoy,RU,2022-05-31 15:46:03,60.7333,77.5889,49.68,50,98,7.54
450,Moindou,NC,2022-05-31 15:46:04,-21.6924,165.677,76.14,83,71,3.29
451,Linhares,BR,2022-05-31 15:41:07,-19.3911,-40.0722,88.39,42,2,3.18
452,Inhambane,MZ,2022-05-31 15:46:04,-23.865,35.3833,73.38,73,40,0.0
453,Blagoyevo,RU,2022-05-31 15:46:05,63.3667,47.9167,67.55,41,10,3.56
454,San Jeronimo,PE,2022-05-31 15:46:05,-11.9472,-75.2829,56.53,57,99,3.65
455,Weinan,CN,2022-05-31 15:46:06,34.5036,109.5089,71.24,46,95,4.16
456,Hailar,CN,2022-05-31 15:46:06,49.2,119.7,47.07,58,46,2.95
457,Kibara,TZ,2022-05-31 15:46:07,-2.15,33.45,74.03,68,47,7.67
458,Beringovskiy,RU,2022-05-31 15:46:07,63.05,179.3167,36.79,83,99,1.99
459,Port Macquarie,AU,2022-05-31 15:46:08,-31.4333,152.9167,53.67,57,20,11.7
460,Berlevag,NO,2022-05-31 15:46:08,70.8578,29.0864,51.6,76,93,18.41
461,Kalmunai,LK,2022-05-31 15:47:09,7.4167,81.8167,80.46,73,100,7.92
462,Zabol,AF,2022-05-31 15:47:09,32.25,67.25,66.87,9,0,11.79
463,Tukrah,LY,2022-05-31 15:47:10,32.5341,20.5791,79.52,41,14,10.27
464,Along,IN,2022-05-31 15:47:10,28.1667,94.7667,74.05,97,21,1.05
465,Ewo,CG,2022-05-31 15:47:10,-0.8725,14.8206,83.08,64,78,1.74
466,Jining,CN,2022-05-31 15:47:11,35.405,116.5814,78.71,26,80,12.35
467,Prince Rupert,CA,2022-05-31 15:47:11,54.3161,-130.3201,46.49,100,100,3.44
468,Whyalla,AU,2022-05-31 15:44:45,-33.0333,137.5833,52.84,67,42,14.9
469,Makakilo City,US,2022-05-31 15:47:12,21.3469,-158.0858,73.72,80,20,5.75
470,Nizwa,OM,2022-05-31 15:47:12,22.9333,57.5333,90.64,11,0,3.29
471,Carmen,MX,2022-05-31 15:47:13,18.6333,-91.8333,77.18,79,100,5.66
472,Straumen,NO,2022-05-31 15:47:13,63.8709,11.2999,66.2,62,77,7.31
473,Constitucion,CL,2022-05-31 15:47:14,-35.3333,-72.4167,50.81,46,0,3.91
474,Turkmenabat,TM,2022-05-31 15:47:14,39.0733,63.5786,85.98,21,0,13.8
475,Terenos,BR,2022-05-31 15:47:14,-20.4422,-54.8603,76.71,69,75,4.61
476,Lardos,GR,2022-05-31 15:47:15,36.0942,28.0157,80.42,66,4,15.37
477,Gushikawa,JP,2022-05-31 15:47:15,26.3544,127.8686,76.23,100,75,8.05
478,Stolin,BY,2022-05-31 15:47:16,51.8912,26.846,65.61,59,62,2.39
479,Odienne,CI,2022-05-31 15:47:16,9.51,-7.5692,92.97,39,90,3.8
480,Tautira,PF,2022-05-31 15:47:16,-17.7333,-149.15,78.03,77,10,11.97
481,Sorong,ID,2022-05-31 15:47:17,-0.8833,131.25,80.38,82,100,4.36
482,Qinhuangdao,CN,2022-05-31 15:47:17,39.9317,119.5883,65.28,55,68,10.74
483,Palauig,PH,2022-05-31 15:47:18,15.435,119.9045,82.76,70,100,4.56
484,Krasne,UA,2022-05-31 15:47:18,49.9145,24.6134,61.32,78,87,7.27
485,Mount Gambier,AU,2022-05-31 15:47:18,-37.8333,140.7667,44.51,81,75,18.41
486,Hundested,DK,2022-05-31 15:47:19,55.9667,11.8667,59.34,73,35,5.95
487,Kulhudhuffushi,MV,2022-05-31 15:47:19,6.6221,73.07,78.44,89,100,20.07
488,Kushiro,JP,2022-05-31 15:47:20,42.975,144.3747,46.94,99,100,8.99
489,Tazovskiy,RU,2022-05-31 15:47:20,67.4667,78.7,37.99,74,73,11.74
490,Slave Lake,CA,2022-05-31 15:47:21,55.2834,-114.769,48.18,71,0,6.91
491,Walcz,PL,2022-05-31 15:47:21,53.2779,16.4712,62.71,46,95,0.92
492,Ouadda,CF,2022-05-31 15:47:21,8.0777,22.4007,80.15,60,77,1.72
493,Cuamba,MZ,2022-05-31 15:47:22,-14.8031,36.5372,69.44,62,81,5.03
494,Kokopo,PG,2022-05-31 15:47:22,-4.352,152.2633,76.12,85,58,3.91
495,Dongsheng,CN,2022-05-31 15:47:23,39.8161,109.9776,60.28,34,0,10.16
496,Tezu,IN,2022-05-31 15:47:23,27.9167,96.1667,75.51,95,52,4.07
497,The Valley,AI,2022-05-31 15:47:23,18.217,-63.0578,83.82,78,20,13.8
498,Antofagasta,CL,2022-05-31 15:43:44,-23.65,-70.4,65.21,52,47,6.08
499,Aanekoski,FI,2022-05-31 15:47:24,62.6946,25.818,59.68,81,100,11.34
500,Weilmunster,DE,2022-05-31 15:47:24,50.4333,8.3667,71.37,57,75,7.58
501,Wenling,CN,2022-05-31 15:47:24,28.3669,121.36,68.4,99,100,2.98
502,Carndonagh,IE,2022-05-31 15:47:25,55.25,-7.2667,53.22,88,96,8.46
503,Cayenne,GF,2022-05-31 15:47:26,4.9333,-52.3333,81.09,1,75,4.61
504,Jamtara,IN,2022-05-31 15:47:26,23.95,86.8,92.12,47,47,16.73
505,Half Moon Bay,US,2022-05-31 15:47:26,37.4636,-122.4286,67.53,66,0,0.0
506,Mengcheng,CN,2022-05-31 15:47:27,33.2579,116.5655,78.94,52,100,7.27
507,Orlik,RU,2022-05-31 15:48:27,52.5178,99.825,48.34,79,88,3.22
508,Oksfjord,NO,2022-05-31 15:48:27,70.2396,22.3479,64.47,42,5,8.14
509,Uinskoye,RU,2022-05-31 15:48:28,56.8817,56.5813,53.82,85,54,3.85
510,Kalemie,CD,2022-05-31 15:48:28,-5.9475,29.1947,74.1,73,37,4.41
511,Amuntai,ID,2022-05-31 15:48:29,-2.4177,115.2494,78.6,84,88,1.36
512,Port Keats,AU,2022-05-31 15:48:29,-14.25,129.55,77.14,80,100,3.22
513,Tecoanapa,MX,2022-05-31 15:48:29,16.5167,-98.75,84.74,61,99,6.78
514,Navrongo,GH,2022-05-31 15:48:30,10.8956,-1.0921,99.12,31,92,6.96
515,Praya,CV,2022-05-31 15:46:48,14.9215,-23.5087,76.93,77,8,17.49
516,Maksatikha,RU,2022-05-31 15:48:30,57.797,35.8825,57.43,89,100,6.08
517,Igrim,RU,2022-05-31 15:48:31,63.1906,64.4162,55.54,48,67,1.99
518,Carballo,ES,2022-05-31 15:48:31,43.213,-8.691,67.69,99,100,2.55
519,Kyaikkami,MM,2022-05-31 15:48:31,16.08,97.5675,80.73,82,96,9.48
520,Salta,AR,2022-05-31 15:48:32,-24.7859,-65.4117,46.99,89,100,9.22
521,Corralillo,CU,2022-05-31 15:48:32,22.9819,-80.5856,83.21,69,100,8.32
522,Lokosovo,RU,2022-05-31 15:48:33,61.1333,74.8167,50.88,45,1,8.03
523,Mucuri,BR,2022-05-31 15:48:33,-18.0864,-39.5508,82.42,64,3,7.87
524,Samarai,PG,2022-05-31 15:48:33,-10.6167,150.6667,79.79,82,39,6.13
525,Seredka,RU,2022-05-31 15:48:34,58.1584,28.1858,58.75,77,67,9.78
526,Svetlogorsk,BY,2022-05-31 15:48:34,52.6333,29.7333,65.88,63,44,3.8
527,Non Sung,TH,2022-05-31 15:48:34,15.1801,102.2569,85.17,77,100,6.13
528,Yabrud,SY,2022-05-31 15:48:35,33.9674,36.6574,79.57,17,18,5.48
529,Mporokoso,ZM,2022-05-31 15:48:35,-9.3727,30.125,63.25,64,27,4.54
530,Doha,QA,2022-05-31 15:48:35,25.2867,51.5333,102.51,51,0,8.05
531,Ushtobe,KZ,2022-05-31 15:48:36,45.2514,77.9838,61.14,75,100,11.74
532,Saint Anthony,US,2022-05-31 15:48:36,45.0205,-93.218,69.4,69,100,21.85
533,Vaitape,PF,2022-05-31 15:48:36,-16.5167,-151.75,79.52,70,62,10.96
534,Nanortalik,GL,2022-05-31 15:48:37,60.1432,-45.2371,40.55,80,100,6.62
535,Samsun,TR,2022-05-31 15:48:37,41.25,36.3333,70.56,68,40,4.61
536,Hami,CN,2022-05-31 15:48:38,42.8,93.45,84.85,16,85,9.62
537,Barranca,PE,2022-05-31 15:48:38,-10.75,-77.7667,64.9,75,87,6.44
538,Fukue,JP,2022-05-31 15:48:38,32.6881,128.8419,70.32,63,100,3.04
539,Sabha,LY,2022-05-31 15:48:39,27.0377,14.4283,97.48,12,100,14.16
540,Nouadhibou,MR,2022-05-31 15:48:39,20.931,-17.0347,73.38,78,20,14.97
541,Atar,MR,2022-05-31 15:48:39,20.5169,-13.0499,100.81,14,100,10.42
542,Mao,ES,2022-05-31 15:48:40,39.8885,4.2658,72.16,78,20,6.91
543,Tawang,IN,2022-05-31 15:48:40,27.5833,91.8667,54.86,93,80,0.65
544,Aguai,BR,2022-05-31 15:48:40,-22.0594,-46.9786,74.5,51,100,1.86
545,Simao,CN,2022-05-31 15:48:41,22.7886,100.9748,65.71,98,99,2.59
546,Millington,US,2022-05-31 15:48:41,35.3415,-89.8973,85.14,72,40,8.05
547,Mareeba,AU,2022-05-31 15:48:42,-17.0,145.4333,65.12,96,92,1.1
548,Novo Aripuana,BR,2022-05-31 15:48:42,-5.1206,-60.3797,91.24,50,53,3.6
